日付け,終値,始値,高値,安値,出来高,変化率 %,,
2019/1/23,13005 ,13143 ,13326 ,12830 ,2.96K,-1.05%,,1441
2019/1/24,13008 ,13005 ,13131 ,12791 ,4.44K,0.02%,,1440
2019/1/25,12844 ,13008 ,13108 ,12764 ,2.69K,-1.26%,,1439
2019/1/26,12852 ,12844 ,13148 ,12823 ,3.25K,0.06%,,1438
2019/1/27,12429 ,12845 ,12943 ,12347 ,6.35K,-3.29%,,1437
2019/1/28,11731 ,12429 ,12505 ,11297 ,5.47K,-5.62%,,1436
2019/1/29,11633 ,11731 ,11819 ,11389 ,2.34K,-0.84%,,1435
2019/1/30,12060 ,11633 ,12279 ,11543 ,7.43K,3.67%,,1434
2019/1/31,11795 ,12060 ,12341 ,11670 ,2.78K,-2.20%,,1433
2019/2/1,11938 ,11795 ,12097 ,11483 ,3.43K,1.21%,,1432
2019/2/2,12333 ,11928 ,12423 ,11828 ,4.99K,3.31%,,1431
2019/2/3,11900 ,12360 ,12451 ,11740 ,5.68K,-3.51%,,1430
2019/2/4,11928 ,11900 ,12051 ,11829 ,1.59K,0.24%,,1429
2019/2/5,11952 ,11928 ,11999 ,11845 ,1.02K,0.20%,,1428
2019/2/6,11662 ,11952 ,11972 ,11279 ,7.65K,-2.43%,,1427
2019/2/7,11606 ,11662 ,11820 ,11506 ,3.12K,-0.48%,,1426
2019/2/8,13335 ,11611 ,13680 ,11534 ,10.30K,14.90%,,1425
2019/2/9,13343 ,13335 ,13522 ,13120 ,1.48K,0.06%,,1424
2019/2/10,13949 ,13343 ,14075 ,12953 ,4.50K,4.54%,,1423
2019/2/11,13535 ,13949 ,13961 ,13377 ,2.59K,-2.97%,,1422
2019/2/12,13755 ,13535 ,13899 ,13246 ,3.69K,1.63%,,1421
2019/2/13,13691 ,13755 ,14261 ,13605 ,3.17K,-0.47%,,1420
2019/2/14,13548 ,13691 ,14019 ,13548 ,1.85K,-1.04%,,1419
2019/2/15,13676 ,13549 ,13834 ,13512 ,3.22K,0.94%,,1418
2019/2/16,13828 ,13676 ,14000 ,13676 ,2.18K,1.11%,,1417
2019/2/17,15061 ,13777 ,15273 ,13756 ,17.05K,8.91%,,1416
2019/2/18,16450 ,15050 ,16696 ,14926 ,10.73K,9.22%,,1415
2019/2/19,16219 ,16450 ,16924 ,16138 ,6.91K,-1.40%,,1414
2019/2/20,16876 ,16213 ,16876 ,15947 ,6.28K,4.05%,,1413
2019/2/21,16409 ,16808 ,17006 ,16106 ,6.26K,-2.77%,,1412
2019/2/22,16794 ,16441 ,16813 ,16207 ,7.88K,2.35%,,1411
2019/2/23,17893 ,16794 ,18062 ,16489 ,10.72K,6.54%,,1410
2019/2/24,14997 ,17861 ,18709 ,14985 ,18.73K,-16.19%,,1409
2019/2/25,15770 ,14978 ,16057 ,14978 ,3.37K,5.15%,,1408
2019/2/26,15383 ,15770 ,15770 ,15254 ,1.31K,-2.45%,,1407
2019/2/27,15288 ,15383 ,15899 ,14411 ,8.20K,-0.62%,,1406
2019/2/28,15379 ,15288 ,15895 ,15213 ,7.46K,0.60%,,1405
2019/3/1,15488 ,15379 ,15822 ,15379 ,1.99K,0.71%,,1404
2019/3/2,15166 ,15488 ,15590 ,14885 ,4.10K,-2.08%,,1403
2019/3/3,14929 ,15166 ,15439 ,14679 ,1.83K,-1.56%,,1402
2019/3/4,14346 ,14929 ,14990 ,14092 ,3.39K,-3.91%,,1401
2019/3/5,15567 ,14346 ,15694 ,14305 ,4.33K,8.51%,,1400
2019/3/6,15697 ,15567 ,16085 ,15324 ,3.80K,0.84%,,1399
2019/3/7,15602 ,15697 ,15953 ,15487 ,2.74K,-0.61%,,1398
2019/3/8,15110 ,15602 ,15848 ,14891 ,6.92K,-3.15%,,1397
2019/3/9,15551 ,15110 ,15746 ,15058 ,2.15K,2.92%,,1396
2019/3/10,15430 ,15551 ,15576 ,15213 ,0.79K,-0.78%,,1395
2019/3/11,15056 ,15430 ,15430 ,14910 ,2.32K,-2.42%,,1394
2019/3/12,15153 ,15056 ,15332 ,14620 ,3.58K,0.64%,,1393
2019/3/13,14952 ,15153 ,15158 ,14880 ,1.82K,-1.33%,,1392
2019/3/14,15032 ,14952 ,15280 ,14733 ,2.16K,0.54%,,1391
2019/3/15,15489 ,15032 ,15680 ,15032 ,2.25K,3.04%,,1390
2019/3/16,16022 ,15489 ,16404 ,15489 ,2.78K,3.44%,,1389
2019/3/17,15899 ,16022 ,16022 ,15642 ,1.27K,-0.77%,,1388
2019/3/18,15666 ,15899 ,16141 ,15508 ,2.24K,-1.47%,,1387
2019/3/19,15751 ,15666 ,15842 ,15570 ,1.11K,0.54%,,1386
2019/3/20,15744 ,15751 ,15817 ,15566 ,1.89K,-0.04%,,1385
2019/3/21,15178 ,15744 ,15804 ,15007 ,2.66K,-3.60%,,1384
2019/3/22,15192 ,15177 ,15363 ,15096 ,1.09K,0.09%,,1383
2019/3/23,15291 ,15192 ,15434 ,15166 ,1.43K,0.65%,,1382
2019/3/24,15205 ,15291 ,15314 ,15058 ,1.05K,-0.56%,,1381
2019/3/25,14872 ,15205 ,15240 ,14709 ,1.73K,-2.19%,,1380
2019/3/26,14966 ,14860 ,15026 ,14812 ,0.55K,0.63%,,1379
2019/3/27,15646 ,14966 ,15687 ,14953 ,2.35K,4.55%,,1378
2019/3/28,15512 ,15646 ,15646 ,15382 ,1.00K,-0.86%,,1377
2019/3/29,16210 ,15521 ,16227 ,15517 ,2.39K,4.50%,,1376
2019/3/30,16029 ,16210 ,16466 ,15833 ,2.90K,-1.12%,,1375
2019/3/31,15937 ,16029 ,16032 ,15856 ,0.93K,-0.57%,,1374
2019/4/1,15961 ,15937 ,16147 ,15712 ,1.35K,0.15%,,1373
2019/4/2,18424 ,15961 ,18675 ,15920 ,15.33K,15.43%,,1372
2019/4/3,17900 ,18407 ,20076 ,16947 ,7.83K,-2.84%,,1371
2019/4/4,17732 ,17900 ,18408 ,17294 ,2.17K,-0.94%,,1370
2019/4/5,18803 ,17732 ,18983 ,17624 ,2.02K,6.04%,,1369
2019/4/6,18575 ,18803 ,19475 ,18070 ,2.39K,-1.21%,,1368
2019/4/7,19794 ,18575 ,19962 ,18531 ,4.30K,6.56%,,1367
2019/4/8,20141 ,19794 ,20936 ,19508 ,4.91K,1.75%,,1366
2019/4/9,19645 ,20141 ,20247 ,19558 ,4.24K,-2.46%,,1365
2019/4/10,19625 ,19645 ,20618 ,18830 ,4.78K,-0.10%,,1364
2019/4/11,18557 ,19625 ,19631 ,17886 ,4.43K,-5.44%,,1363
2019/4/12,18593 ,18557 ,18741 ,18015 ,3.43K,0.19%,,1362
2019/4/13,18531 ,18593 ,18708 ,18279 ,1.19K,-0.33%,,1361
2019/4/14,18969 ,18531 ,19023 ,18230 ,2.22K,2.36%,,1360
2019/4/15,17973 ,18967 ,19055 ,17737 ,5.96K,-5.25%,,1359
2019/4/16,18782 ,17973 ,18815 ,17928 ,1.54K,4.50%,,1358
2019/4/17,18754 ,18782 ,18936 ,18597 ,1.44K,-0.15%,,1357
2019/4/18,19413 ,18754 ,19816 ,18754 ,2.80K,3.52%,,1356
2019/4/19,19548 ,19413 ,19622 ,19054 ,2.02K,0.70%,,1355
2019/4/20,19464 ,19548 ,20049 ,19254 ,1.25K,-0.43%,,1354
2019/4/21,19081 ,19525 ,19554 ,18758 ,3.55K,-1.97%,,1353
2019/4/22,19252 ,19077 ,19478 ,18900 ,1.90K,0.90%,,1352
2019/4/23,19183 ,19252 ,19943 ,19081 ,3.70K,-0.36%,,1351
2019/4/24,18633 ,19183 ,19183 ,18156 ,3.61K,-2.87%,,1350
2019/4/25,17229 ,18633 ,18763 ,16637 ,7.68K,-7.54%,,1349
2019/4/26,17946 ,17229 ,18077 ,16916 ,3.24K,4.16%,,1348
2019/4/27,18128 ,17946 ,18432 ,17774 ,2.62K,1.01%,,1347
2019/4/28,18179 ,18128 ,18548 ,18058 ,1.78K,0.28%,,1346
2019/4/29,18122 ,18179 ,18351 ,17607 ,2.67K,-0.31%,,1345
2019/4/30,18987 ,18122 ,19128 ,18122 ,2.52K,4.77%,,1344
2019/5/1,18687 ,18987 ,19268 ,18549 ,4.91K,-1.58%,,1343
2019/5/2,18899 ,18686 ,18978 ,18649 ,1.08K,1.13%,,1342
2019/5/3,19465 ,18827 ,20125 ,18705 ,3.81K,2.99%,,1341
2019/5/4,18997 ,19465 ,19867 ,18712 ,2.65K,-2.40%,,1340
2019/5/5,18934 ,18997 ,19200 ,18497 ,1.08K,-0.33%,,1339
2019/5/6,20238 ,18934 ,20689 ,18620 ,3.00K,6.89%,,1338
2019/5/7,19512 ,20238 ,21224 ,19458 ,2.05K,-3.59%,,1337
2019/5/8,19501 ,19512 ,19704 ,18905 ,2.10K,-0.06%,,1336
2019/5/9,19073 ,19501 ,19792 ,18797 ,0.86K,-2.20%,,1335
2019/5/10,19199 ,19073 ,19555 ,18822 ,1.53K,0.66%,,1334
2019/5/11,20943 ,19199 ,22352 ,19199 ,6.59K,9.08%,,1333
2019/5/12,20693 ,20943 ,22043 ,20262 ,7.60K,-1.19%,,1332
2019/5/13,21199 ,20693 ,22245 ,20414 ,5.61K,2.45%,,1331
2019/5/14,23773 ,21199 ,24029 ,21199 ,6.12K,12.14%,,1330
2019/5/15,27080 ,23707 ,27160 ,23707 ,5.61K,13.91%,,1329
2019/5/16,28796 ,27080 ,30593 ,26830 ,18.39K,6.34%,,1328
2019/5/17,26977 ,28796 ,29494 ,25000 ,11.66K,-6.32%,,1327
2019/5/18,25816 ,26977 ,27423 ,25526 ,2.94K,-4.30%,,1326
2019/5/19,28700 ,25816 ,29075 ,25536 ,4.98K,11.17%,,1325
2019/5/20,27782 ,28700 ,28700 ,26488 ,4.66K,-3.20%,,1324
2019/5/21,28275 ,27782 ,29033 ,27369 ,1.68K,1.77%,,1323
2019/5/22,26950 ,28098 ,28665 ,26593 ,2.60K,-4.69%,,1322
2019/5/23,26806 ,26950 ,26996 ,25461 ,1.85K,-0.53%,,1321
2019/5/24,27279 ,26806 ,27862 ,26689 ,0.96K,1.76%,,1320
2019/5/25,27461 ,27279 ,28174 ,27132 ,0.98K,0.67%,,1319
2019/5/26,29408 ,27428 ,29906 ,26902 ,3.49K,7.09%,,1318
2019/5/27,29946 ,29408 ,30435 ,28978 ,2.77K,1.83%,,1317
2019/5/28,29695 ,29946 ,30230 ,29007 ,1.89K,-0.84%,,1316
2019/5/29,29554 ,29695 ,30041 ,28574 ,1.66K,-0.47%,,1315
2019/5/30,27821 ,29554 ,31715 ,26321 ,7.41K,-5.86%,,1314
2019/5/31,29042 ,27821 ,29042 ,26846 ,2.00K,4.39%,,1313
2019/6/1,28613 ,29042 ,29837 ,28247 ,1.57K,-1.48%,,1312
2019/6/2,29154 ,28613 ,29579 ,28574 ,0.81K,1.89%,,1311
2019/6/3,26966 ,29154 ,29154 ,26710 ,2.35K,-7.50%,,1310
2019/6/4,26127 ,26966 ,27161 ,25466 ,4.00K,-3.11%,,1309
2019/6/5,26688 ,26127 ,27063 ,25799 ,1.75K,2.15%,,1308
2019/6/6,27073 ,26688 ,27282 ,25589 ,1.44K,1.44%,,1307
2019/6/7,27094 ,27083 ,27453 ,26558 ,1.95K,0.08%,,1306
2019/6/8,26480 ,27094 ,27154 ,26213 ,0.44K,-2.27%,,1305
2019/6/9,24969 ,26480 ,26487 ,24611 ,1.41K,-5.71%,,1304
2019/6/10,26929 ,24969 ,26929 ,24763 ,2.10K,7.85%,,1303
2019/6/11,26599 ,26867 ,26964 ,25769 ,1.55K,-1.23%,,1302
2019/6/12,28556 ,26599 ,28575 ,26421 ,3.46K,7.36%,,1301
2019/6/13,27572 ,28556 ,28689 ,27463 ,1.64K,-3.45%,,1300
2019/6/14,28650 ,27574 ,28831 ,27192 ,3.35K,3.91%,,1299
2019/6/15,29209 ,28650 ,29691 ,28447 ,1.02K,1.95%,,1298
2019/6/16,29199 ,29209 ,30297 ,28704 ,2.16K,-0.03%,,1297
2019/6/17,29773 ,29199 ,29951 ,29082 ,0.67K,1.97%,,1296
2019/6/18,28769 ,29773 ,29773 ,28354 ,1.89K,-3.37%,,1295
2019/6/19,29108 ,28769 ,29275 ,28681 ,0.53K,1.18%,,1294
2019/6/20,29265 ,29138 ,29501 ,28794 ,0.47K,0.54%,,1293
2019/6/21,31765 ,29265 ,31939 ,29265 ,2.45K,8.54%,,1292
2019/6/22,33362 ,31765 ,33872 ,31547 ,4.82K,5.03%,,1291
2019/6/23,33148 ,33362 ,34547 ,32889 ,2.82K,-0.64%,,1290
2019/6/24,33443 ,33148 ,33642 ,31492 ,3.55K,0.89%,,1289
2019/6/25,33894 ,33443 ,34066 ,32642 ,2.54K,1.35%,,1288
2019/6/26,35768 ,33894 ,39114 ,33748 ,17.35K,5.53%,,1287
2019/6/27,31652 ,35768 ,36694 ,29939 ,7.06K,-11.51%,,1286
2019/6/28,33358 ,31652 ,33579 ,31341 ,2.03K,5.39%,,1285
2019/6/29,34402 ,33358 ,35066 ,31519 ,2.76K,3.13%,,1284
2019/6/30,31395 ,34506 ,34979 ,31183 ,3.00K,-8.74%,,1283
2019/7/1,32120 ,31395 ,32687 ,30580 ,2.59K,2.31%,,1282
2019/7/2,31500 ,32120 ,32232 ,29617 ,3.43K,-1.93%,,1281
2019/7/3,32595 ,31587 ,32692 ,31271 ,2.68K,3.48%,,1280
2019/7/4,30632 ,32595 ,32705 ,30227 ,3.55K,-6.02%,,1279
2019/7/5,31208 ,30632 ,31905 ,30354 ,1.76K,1.88%,,1278
2019/7/6,31303 ,31208 ,32383 ,31053 ,2.44K,0.30%,,1277
2019/7/7,33319 ,31303 ,33765 ,30931 ,4.74K,6.44%,,1276
2019/7/8,34106 ,33319 ,34230 ,32828 ,3.33K,2.36%,,1275
2019/7/9,33539 ,34106 ,34501 ,32995 ,1.51K,-1.66%,,1274
2019/7/10,31248 ,33539 ,34339 ,30528 ,4.92K,-6.83%,,1273
2019/7/11,29184 ,31248 ,31248 ,28253 ,3.69K,-6.61%,,1272
2019/7/12,29673 ,29184 ,30222 ,28926 ,1.53K,1.68%,,1271
2019/7/13,29004 ,29673 ,29673 ,28165 ,1.55K,-2.25%,,1270
2019/7/14,24429 ,29004 ,29004 ,24122 ,7.15K,-15.77%,,1269
2019/7/15,24531 ,24429 ,25323 ,21952 ,7.28K,0.42%,,1268
2019/7/16,21564 ,24541 ,25089 ,20675 ,6.52K,-12.09%,,1267
2019/7/17,22771 ,21564 ,23701 ,20773 ,6.11K,5.60%,,1266
2019/7/18,24236 ,22771 ,24576 ,22228 ,5.39K,6.43%,,1265
2019/7/19,23804 ,24236 ,24301 ,22988 ,2.41K,-1.78%,,1264
2019/7/20,24610 ,23804 ,25314 ,23710 ,3.83K,3.39%,,1263
2019/7/21,24249 ,24610 ,24694 ,23395 ,3.40K,-1.47%,,1262
2019/7/22,23420 ,24249 ,24531 ,22909 ,1.96K,-3.42%,,1261
2019/7/23,22923 ,23420 ,23707 ,22649 ,1.80K,-2.12%,,1260
2019/7/24,23484 ,22923 ,23645 ,21808 ,2.73K,2.45%,,1259
2019/7/25,23836 ,23484 ,24413 ,23328 ,1.84K,1.50%,,1258
2019/7/26,23801 ,23836 ,23963 ,23226 ,1.70K,-0.15%,,1257
2019/7/27,22493 ,23801 ,24281 ,22030 ,6.54K,-5.50%,,1256
2019/7/28,22863 ,22493 ,23135 ,21542 ,2.32K,1.64%,,1255
2019/7/29,22972 ,22863 ,23318 ,22505 ,0.90K,0.48%,,1254
2019/7/30,22771 ,22972 ,23308 ,22212 ,2.48K,-0.87%,,1253
2019/7/31,23811 ,22771 ,23866 ,22770 ,2.83K,4.57%,,1252
2019/8/1,23357 ,23811 ,23811 ,23038 ,1.22K,-1.91%,,1251
2019/8/2,23143 ,23357 ,23804 ,22916 ,1.36K,-0.92%,,1250
2019/8/3,23625 ,23143 ,23932 ,23109 ,1.54K,2.08%,,1249
2019/8/4,23700 ,23625 ,23835 ,23155 ,1.46K,0.32%,,1248
2019/8/5,24672 ,23700 ,25108 ,23681 ,3.96K,4.10%,,1247
2019/8/6,24056 ,24672 ,25526 ,23746 ,3.55K,-2.50%,,1246
2019/8/7,23979 ,24056 ,24466 ,23392 ,3.22K,-0.32%,,1245
2019/8/8,23517 ,23979 ,24104 ,22907 ,2.51K,-1.93%,,1244
2019/8/9,22293 ,23517 ,23517 ,21890 ,4.05K,-5.20%,,1243
2019/8/10,21826 ,22293 ,22706 ,21253 ,3.50K,-2.09%,,1242
2019/8/11,22870 ,21826 ,22878 ,21796 ,1.45K,4.78%,,1241
2019/8/12,22295 ,22871 ,22906 ,22151 ,1.53K,-2.51%,,1240
2019/8/13,22321 ,22295 ,22474 ,21837 ,2.17K,0.12%,,1239
2019/8/14,19786 ,22321 ,22355 ,19379 ,4.02K,-11.36%,,1238
2019/8/15,19993 ,19786 ,20123 ,18457 ,4.03K,1.05%,,1237
2019/8/16,19742 ,19993 ,19997 ,18985 ,1.89K,-1.26%,,1236
2019/8/17,19718 ,19742 ,19916 ,19391 ,0.72K,-0.12%,,1235
2019/8/18,20745 ,19718 ,21095 ,19532 ,1.11K,5.21%,,1234
2019/8/19,21656 ,20745 ,21738 ,20579 ,1.46K,4.39%,,1233
2019/8/20,21045 ,21656 ,21656 ,20766 ,0.81K,-2.82%,,1232
2019/8/21,19778 ,21045 ,21045 ,19233 ,1.54K,-6.02%,,1231
2019/8/22,20335 ,19778 ,20799 ,19535 ,1.15K,2.82%,,1230
2019/8/23,20559 ,20335 ,20888 ,20126 ,0.93K,1.10%,,1229
2019/8/24,20147 ,20530 ,20530 ,19641 ,1.09K,-2.00%,,1228
2019/8/25,19489 ,20147 ,20293 ,19224 ,1.11K,-3.27%,,1227
2019/8/26,20027 ,19489 ,20396 ,19489 ,1.42K,2.76%,,1226
2019/8/27,19818 ,20027 ,20027 ,19537 ,0.55K,-1.04%,,1225
2019/8/28,18376 ,19818 ,19926 ,17660 ,2.32K,-7.28%,,1224
2019/8/29,18052 ,18376 ,18376 ,17464 ,1.03K,-1.76%,,1223
2019/8/30,17924 ,18052 ,18164 ,17714 ,0.78K,-0.71%,,1222
2019/8/31,18288 ,17924 ,18647 ,17682 ,0.90K,2.03%,,1221
2019/9/1,18166 ,18288 ,18483 ,17893 ,0.87K,-0.67%,,1220
2019/9/2,18924 ,18166 ,19190 ,18110 ,1.38K,4.17%,,1219
2019/9/3,18975 ,18924 ,19371 ,18583 ,3.04K,0.27%,,1218
2019/9/4,18532 ,18975 ,19125 ,18506 ,1.17K,-2.33%,,1217
2019/9/5,18695 ,18532 ,18807 ,18094 ,1.10K,0.88%,,1216
2019/9/6,18131 ,18695 ,19073 ,17792 ,1.17K,-3.02%,,1215
2019/9/7,19061 ,18131 ,19349 ,18098 ,1.88K,5.13%,,1214
2019/9/8,19312 ,19061 ,19767 ,18965 ,0.60K,1.32%,,1213
2019/9/9,19400 ,19312 ,19962 ,18903 ,0.91K,0.46%,,1212
2019/9/10,19342 ,19400 ,19832 ,19016 ,0.47K,-0.30%,,1211
2019/9/11,19287 ,19342 ,19623 ,18854 ,0.60K,-0.28%,,1210
2019/9/12,19610 ,19287 ,19786 ,19130 ,0.51K,1.67%,,1209
2019/9/13,19634 ,19610 ,19681 ,19277 ,0.35K,0.12%,,1208
2019/9/14,20407 ,19639 ,20455 ,19509 ,0.95K,3.94%,,1207
2019/9/15,20443 ,20407 ,20619 ,20187 ,0.44K,0.18%,,1206
2019/9/16,21452 ,20443 ,21643 ,20371 ,1.81K,4.94%,,1205
2019/9/17,22550 ,21452 ,23328 ,21269 ,3.85K,5.12%,,1204
2019/9/18,22844 ,22550 ,23589 ,22548 ,2.26K,1.30%,,1203
2019/9/19,23922 ,22844 ,24241 ,21903 ,0.90K,4.72%,,1202
2019/9/20,23510 ,23922 ,23974 ,22926 ,0.65K,-1.72%,,1201
2019/9/21,23286 ,23510 ,23799 ,23008 ,0.37K,-0.95%,,1200
2019/9/22,22883 ,23286 ,23286 ,22235 ,0.69K,-1.73%,,1199
2019/9/23,21620 ,22883 ,22883 ,21428 ,0.32K,-5.52%,,1198
2019/9/24,17898 ,21663 ,21826 ,16585 ,5.99K,-17.22%,,1197
2019/9/25,18399 ,17850 ,18779 ,17479 ,1.67K,2.80%,,1196
2019/9/26,17958 ,18399 ,18417 ,16492 ,2.56K,-2.40%,,1195
2019/9/27,18764 ,17958 ,19135 ,17521 ,1.09K,4.49%,,1194
2019/9/28,18844 ,18764 ,18999 ,18265 ,0.58K,0.43%,,1193
2019/9/29,18348 ,18844 ,18844 ,17756 ,1.42K,-2.63%,,1192
2019/9/30,19657 ,18357 ,19657 ,17879 ,2.48K,7.13%,,1191
2019/10/1,19079 ,19657 ,20148 ,18772 ,0.89K,-2.94%,,1190
2019/10/2,19450 ,19079 ,19495 ,18824 ,0.48K,1.94%,,1189
2019/10/3,18716 ,19450 ,19450 ,18156 ,1.30K,-3.77%,,1188
2019/10/4,18916 ,18716 ,19197 ,18353 ,0.51K,1.07%,,1187
2019/10/5,18893 ,18916 ,18974 ,18472 ,0.31K,-0.12%,,1186
2019/10/6,18229 ,18893 ,18978 ,18012 ,0.92K,-3.51%,,1185
2019/10/7,19514 ,18229 ,19604 ,18062 ,0.98K,7.05%,,1184
2019/10/8,19443 ,19514 ,19920 ,19077 ,0.52K,-0.36%,,1183
2019/10/9,20835 ,19443 ,20998 ,19280 ,1.82K,7.16%,,1182
2019/10/10,20668 ,20835 ,20923 ,20196 ,0.43K,-0.80%,,1181
2019/10/11,19579 ,20668 ,21292 ,19510 ,1.56K,-5.27%,,1180
2019/10/12,19585 ,19579 ,20002 ,19302 ,0.21K,0.03%,,1179
2019/10/13,19735 ,19585 ,20044 ,19437 ,0.20K,0.77%,,1178
2019/10/14,20288 ,19735 ,20330 ,19620 ,0.51K,2.80%,,1177
2019/10/15,19679 ,20288 ,20479 ,19327 ,1.03K,-3.00%,,1176
2019/10/16,19047 ,19679 ,19716 ,18818 ,0.73K,-3.21%,,1175
2019/10/17,19280 ,19047 ,19516 ,18845 ,0.44K,1.22%,,1174
2019/10/18,18825 ,19280 ,19323 ,18382 ,0.51K,-2.36%,,1173
2019/10/19,18681 ,18825 ,19040 ,18495 ,0.74K,-0.76%,,1172
2019/10/20,19082 ,18681 ,19246 ,18446 ,1.13K,2.15%,,1171
2019/10/21,19015 ,19082 ,19400 ,18743 ,0.37K,-0.35%,,1170
2019/10/22,18649 ,19015 ,19239 ,18602 ,0.35K,-1.92%,,1169
2019/10/23,17675 ,18649 ,18660 ,16692 ,1.96K,-5.22%,,1168
2019/10/24,17525 ,17675 ,17763 ,17252 ,0.91K,-0.85%,,1167
2019/10/25,19772 ,17525 ,20428 ,17525 ,1.99K,12.82%,,1166
2019/10/26,19575 ,19772 ,21629 ,18949 ,4.62K,-1.00%,,1165
2019/10/27,20081 ,19575 ,20572 ,19287 ,1.26K,2.58%,,1164
2019/10/28,19888 ,20081 ,20703 ,19786 ,0.47K,-0.96%,,1163
2019/10/29,20839 ,19888 ,21070 ,19846 ,0.35K,4.78%,,1162
2019/10/30,19948 ,20839 ,20957 ,19644 ,0.51K,-4.28%,,1161
2019/10/31,19727 ,19948 ,20210 ,19332 ,0.33K,-1.11%,,1160
2019/11/1,19907 ,19727 ,20014 ,19212 ,0.32K,0.91%,,1159
2019/11/2,19895 ,19907 ,20171 ,19813 ,0.08K,-0.06%,,1158
2019/11/3,19815 ,19895 ,20025 ,19402 ,0.21K,-0.40%,,1157
2019/11/4,20277 ,19815 ,20645 ,19615 ,0.71K,2.33%,,1156
2019/11/5,20658 ,20277 ,21020 ,19905 ,0.42K,1.88%,,1155
2019/11/6,20971 ,20680 ,21273 ,20576 ,0.30K,1.51%,,1154
2019/11/7,20416 ,20971 ,20971 ,20205 ,0.41K,-2.64%,,1153
2019/11/8,20107 ,20416 ,20529 ,19797 ,0.37K,-1.51%,,1152
2019/11/9,20217 ,20073 ,20273 ,19985 ,0.19K,0.55%,,1151
2019/11/10,20703 ,20226 ,20963 ,20084 ,0.27K,2.40%,,1150
2019/11/11,20199 ,20703 ,20762 ,20138 ,0.18K,-2.43%,,1149
2019/11/12,20370 ,20199 ,20456 ,19927 ,0.21K,0.84%,,1148
